row_title,obj_title,obj_cost,obj_reqs
Technology and Artifice Powers,Phyrexian Praetor (Magic: The Gathering),20 SP,N/A
Technology and Artifice Powers,Quicksmithing (Magic: The Gathering),10 SP,N/A
Technology and Artifice Powers,Magitech,10 SP,N/A
Technology and Artifice Powers,The Craftsman,10 SP,N/A
Technology and Artifice Powers,Datumplane,5 SP,N/A
Technology and Artifice Powers,Time Lord (Doctor Who),40 SP,N/A
Technology and Artifice Powers,Inspired Inventor (Worm CYOA V1),60 SP,N/A
Technology and Artifice Powers,Earth Caste (40k),15 SP,N/A
Technology and Artifice Powers,Adeptus Mechanicus (40k),15 SP| 0 SP,N/A
Technology and Artifice Powers,Machine Rites (40k),5 SP,N/A
Technology and Artifice Powers,Gene-Seed (40k),10 SP,N/A
Technology and Artifice Powers,Cryptek (40k),35 SP,N/A
Technology and Artifice Powers,Ork Mekboy (40k),10 SP,Required: WAAAGH! Energy (40k)
Technology and Artifice Powers,Asuryani (40k),15 SP,Required: Beta-Class Psyker (40k); Required: Alpha-Class Psyker (40k); Required: Alpha Plus-Class Psyker (40k)
Technology and Artifice Powers,Jokaero Savant (40k),15 SP,N/A
Technology and Artifice Powers,Deus Est Machina (40k),25 SP,N/A
Technology and Artifice Powers,Daemon of Innovation (40k),30 SP| 20 SP,N/A
Technology and Artifice Powers,Schnee (RWBY),10 SP,N/A
Technology and Artifice Powers,104 Days (Phineas and Ferb),60 SP,N/A
Technology and Artifice Powers,Jeweler (Diablo),5 SP,N/A
Technology and Artifice Powers,Virtue Gems (Path of Exile),15 SP,N/A
Technology and Artifice Powers,The Celestial Workshop,20 SP,N/A
Technology and Artifice Powers,Carcass Forging,12 SP,N/A
Technology and Artifice Powers,Infusionist (Monster Hunter),10 SP,N/A
Technology and Artifice Powers,Rememberances (Elden Ring),10 SP,N/A
Technology and Artifice Powers,Fifth Corporate War (Cyberpunk),8 SP,N/A
Technology and Artifice Powers,The Ingenuity To End The Eternal War (No Game No Life),15 SP,N/A
Technology and Artifice Powers,E.G.O. (Lobotomy Corporation),10 SP,N/A
Technology and Artifice Powers,Project GAIA (Horizon Zero Dawn),8 SP,N/A
Technology and Artifice Powers,TranStar Industries (Prey),10 SP,N/A
Technology and Artifice Powers,Doctor M.D. (Arknights),10 SP,N/A
Technology and Artifice Powers,SCIENCE! (Fallout),10 SP,N/A
Technology and Artifice Powers,Cyberdine Systems (Terminator),10 SP,N/A
Technology and Artifice Powers,Wisdom Cubes (Azur Lane),10 SP,N/A
Technology and Artifice Powers,Those Who Came Before (Assassin's Creed),12 SP,N/A
Technology and Artifice Powers,Umbrella Inc. (Resident Evil/Biohazard),12 SP,N/A
Technology and Artifice Powers,Necronomicon (Cthulhu Tech),12 SP,N/A
Technology and Artifice Powers,Supreme General (CnC),15 SP,N/A
Technology and Artifice Powers,The-One-Who-Creates (Star Wars),20 SP,N/A
Technology and Artifice Powers,Engineering Section (Star Trek),20 SP,N/A
Technology and Artifice Powers,Argonaut (Eclipse Phase),15 SP,N/A
Technology and Artifice Powers,Speculative Science (Orion Arms),15 SP,N/A
Technology and Artifice Powers,The Next Arms Race (Supergod),15 SP,N/A
Technology and Artifice Powers,Planetary Unification (AoW: Planetfall),15 SP,N/A
Technology and Artifice Powers,Lord of War (Metal Gear),15 SP,N/A
Technology and Artifice Powers,Leonard of Quirm (Discworld),15 SP,N/A
Technology and Artifice Powers,Science Team (Portal/Half Life),15 SP,N/A
Technology and Artifice Powers,YoRHa (Nier/Nier: Automata),15 SP,N/A
Technology and Artifice Powers,EXODUS (Fafner In The Azure),15 SP,N/A
Technology and Artifice Powers,Cradle of Extinction (Armored Core),15 SP,N/A
Technology and Artifice Powers,The Living Legacy (Humanity Lost),15 SP,N/A
Technology and Artifice Powers,Anomaly Infusion,15 SP,N/A
Technology and Artifice Powers,Korok Warcrimes (TLoZ),17 SP,N/A
Technology and Artifice Powers,Uber Ethereal (XCOM),20 SP,N/A
Technology and Artifice Powers,Glitterworld (Rimworld),20 SP,N/A
Technology and Artifice Powers,Throne of Empty Heaven (GodBound),30 SP,N/A
Technology and Artifice Powers,Clockwork Sun (Fallen London),30 SP,N/A
Technology and Artifice Powers,Azure Grimoire (Blazblue),20 SP,N/A
Technology and Artifice Powers,To Bind The Stars (Starbound),20 SP,N/A
Technology and Artifice Powers,Toha Heavy Industries (Tsutomo Nihei),25 SP,N/A
Technology and Artifice Powers,Transhumanist Future (The Red Sun),25 SP,N/A
Technology and Artifice Powers,Newtype (Gundam),15 SP,N/A
Technology and Artifice Powers,Maykr (DOOM),25 SP,N/A
Technology and Artifice Powers,Science Victory (C:BE & SMAC),30 SP,N/A
Technology and Artifice Powers,Legacy of the Endless (Endless Space),30 SP,N/A
Technology and Artifice Powers,Impossible Possibilities (Vampire Hunter D),30 SP| 20 SP,N/A
Technology and Artifice Powers,Buster Machine No. 01 (Gunbuster),30 SP,N/A
Technology and Artifice Powers,Krypton (DC Comics),30 SP| 15 SP,N/A
Technology and Artifice Powers,Fallen Empire (Warframe),30 SP| 20 SP,N/A
Technology and Artifice Powers,Capsule Corp (Dragon Ball Series),25 SP,N/A
Technology and Artifice Powers,Hail Science! (Futurama),35 SP,N/A
Technology and Artifice Powers,Mantle of the Ancients (Halo),35 SP,N/A
Technology and Artifice Powers,War Machines Without End (TA/SC/PA),40 SP,N/A
Technology and Artifice Powers,Pokétech (Pokémon),30 SP,N/A
Technology and Artifice Powers,Genius of a Previous Era (HI3rd),20 SP,N/A
Technology and Artifice Powers,I Am Iron Man! (MCU),25 SP,N/A
Technology and Artifice Powers,Trion Soldier (World Trigger),15 SP,N/A
Technology and Artifice Powers,Architecture,3 SP,N/A
Technology and Artifice Powers,The 0th Domain (Chrome Shelled Regios),40 SP,N/A
Technology and Artifice Powers,The Na Na Na Na Na Batman! (DCEU),25 SP,N/A
Technology and Artifice Powers,The Godclads,20 SP,N/A
Technology and Artifice Powers,Atlantic (Atlantis: The Lost Empire),12 SP,N/A
Technology and Artifice Powers,Galactic (Treasure Planet),15 SP,N/A
Technology and Artifice Powers,Devil Arm Creation (Devil May Cry),5 SP| 10 SP,N/A
Technology and Artifice Powers,Visionary (Mashle),15 SP| 10 SP,N/A
Technology and Artifice Powers,The Villain's Reversal (Villain Initialization),18 SP,N/A
Technology and Artifice Powers,Admiralty Code (Arpeggio of Blue Steel),15 SP,N/A
Technology and Artifice Powers,Hyperion (Borderlands),25 SP,N/A
Technology and Artifice Powers,Kaiba Corp (Yu-Gi-Oh!),30 SP,N/A
Technology and Artifice Powers,Bob Page (Deus Ex),10 SP,N/A
Technology and Artifice Powers,Technomancer (Shadowrun),13 SP| 8 SP,N/A
Technology and Artifice Powers,The Arsenal Initiative (Call of Duty),15 SP,N/A
Technology and Artifice Powers, ORION ARM Tech Tree (Orion's Arm),4 SP,N/A
Technology and Artifice Powers,Mad Science! (Chronicles of Darkness fanon - Genius: The Transgression),20 SP,N/A
Technology and Artifice Powers,Designs of the God-Machine (Chronicles of Darkness - Demon: the Descent),30 SP,N/A
Technology and Artifice Powers,The Enginseer (Adventure Of Conrad Stargard),30 SP| 15 SP,N/A
Technology and Artifice Powers,Intergalactic Exploration (Stellaris),25 SP,N/A
Technology and Artifice Powers,Kestrel (FTL: Faster Than Light),15 SP,N/A
Technology and Artifice Powers,Planetary Union (The Orville),15 SP,N/A
Technology and Artifice Powers,Equivalent Exchange (Minecraft - Equivalent Exchange Mod),12 SP,N/A
Technology and Artifice Powers,Thaumic Arts (Thaumcraft),8 SP,N/A
Technology and Artifice Powers,Element Zero (Mass Effect),15 SP,N/A
Technology and Artifice Powers,Helm Memory Core (Battletech),10 SP,N/A
Technology and Artifice Powers,Camelot (Code Geass),10 SP,N/A
Technology and Artifice Powers,Child of The Last City (The Last City CYOA Redux),25 SP,N/A
Technology and Artifice Powers,Halfmad Mechanism (Chain of Isekai),10 SP,N/A
Technology and Artifice Powers,Food Rain (Cloudy with a Chance of Meatballs),10 SP,N/A
Technology and Artifice Powers,Sacred Scrolls (Battlestar Galactica),15 SP,N/A
Technology and Artifice Powers,The Fifth Race (Stargate),20 SP| 15 SP,N/A
Technology and Artifice Powers,Aincrad (SAO),5 SP,N/A
Technology and Artifice Powers,Franz Hopper (Code Lyoko),15 SP,N/A
Technology and Artifice Powers,Envoy (Altered Carbon),12 SP,N/A
Technology and Artifice Powers,"Explore, Expand, Exploit and Exterminate (Factorio & Satisfactory)",15 SP,N/A
Technology and Artifice Powers,Treasure Tools Creation,30 SP,N/A
Technology and Artifice Powers,The Domain of Man (Starsector),20 SP,N/A
Technology and Artifice Powers,Solo Nobre Concern (Brigador/Ma.K),10 SP,N/A
Technology and Artifice Powers,Horus Incorporated (Lancer TTRPG),20 SP,N/A
Technology and Artifice Powers,Golden Age Legacy (Destiny),25 SP,N/A
Technology and Artifice Powers,Quinque (Tokyo Ghoul),10 SP,N/A
Technology and Artifice Powers,Legionnaire of Dawn (Anthem),10 SP,N/A
Technology and Artifice Powers,Deus Vult,15 SP,N/A
Technology and Artifice Powers,Archiver Of Lost Worlds (R:FTA),15 SP,N/A
Technology and Artifice Powers,Sufficiently Advanced (Sufficiently Advanced),20 SP,N/A
Technology and Artifice Powers,Tales From Another Time (Simon Stålenhag),12 SP,N/A
Technology and Artifice Powers,Warhammer Fantasy Technology (Warhammer Fantasy),15 SP,N/A
Technology and Artifice Powers,Cartoon Militarism (Metal Slug/Advance Wars),20 SP,N/A
Technology and Artifice Powers,Iserlohn Fortress (Legend of The Galactic Heroes),10 SP,N/A
Technology and Artifice Powers,Sylean (Traveller),20 SP,N/A
Technology and Artifice Powers,Hiigaran (Homeworld),20 SP,N/A
Technology and Artifice Powers,Golem Factory (Automata Gigue),10 SP,Required: Magitech
Technology and Artifice Powers,Make Us Whole (Dead Space),20 SP,N/A
Technology and Artifice Powers,Celestia (Genshin Impact),15 SP,N/A
Technology and Artifice Powers,The Seed of Knowledge (NGE),15 SP,N/A
Technology and Artifice Powers,Rapture Science (BioShock),15 SP,N/A
Technology and Artifice Powers,Ghost in the Machine,20 SP,N/A
Technology and Artifice Powers,The Tale of This Star (Final Fantasy XIV),25 SP,N/A
Technology and Artifice Powers,Academy City (Raildex),20 SP,N/A
Technology and Artifice Powers,Titanic Legends (Apex Legends/Titanfall),15 SP,N/A
Technology and Artifice Powers,Relic Technology (Girls Frontline),7 SP,N/A
Technology and Artifice Powers,House of Evolution (One Punch Man),20 SP,N/A
Technology and Artifice Powers,Caveman Wisdom,3 SP,N/A
Technology and Artifice Powers,Automail (FMA),5 SP,N/A
Technology and Artifice Powers,Who You Gonna Call..? (Ghostbusters),10 SP,N/A
Technology and Artifice Powers,Medachampions! (Medabots),10 SP,N/A
Technology and Artifice Powers,There's A Zombie On Your Lawn (Plants Vs Zombies),10 SP,N/A
Technology and Artifice Powers,Twilight of Light and Darkness (Megaman),25 SP,N/A
Technology and Artifice Powers,Smith of Man and Dwarf (Lord of the Rings),3 SP,N/A
Technology and Artifice Powers,Shipment (Technological Transdimensional Turbulence),4 SP,N/A
Technology and Artifice Powers,[Resource] (Technological Transdimensional Turbulence),8 SP,N/A
Technology and Artifice Powers,Foundation X (Kamen Rider),30 SP,N/A
Technology and Artifice Powers,Wöden’s Blood (Über),5 SP,N/A
Technology and Artifice Powers,Street Technomancer,12 SP,N/A
Technology and Artifice Powers,Tesla’s Legacy (Iron Harvest),5 SP,N/A
Technology and Artifice Powers,Theriomorphosis Surgery (Killing Bites),8 SP,N/A
Technology and Artifice Powers,Mann Co. (Team Fortress 2),25 SP,N/A
Technology and Artifice Powers,Omnic (Overwatch),25 SP,N/A
Technology and Artifice Powers,Mind of Yggdrasil (Overlord),20 SP,Required: Magitech
Technology and Artifice Powers,Plague Inc. (Plague Inc.),10 SP,N/A
Technology and Artifice Powers,Smart Tech (Invincible),30 SP,N/A
Technology and Artifice Powers,The Man Who Was As Though Satan (Shinza Bansho),30 SP,N/A
Technology and Artifice Powers,Fazbear Entertainment (Five Nights at Freddy's),12 SP,N/A
Technology and Artifice Powers,First Thinker (Ben 10),40 SP,N/A
Technology and Artifice Powers,22nd Century (Doraemon),40 SP,N/A
Technology and Artifice Powers,Priest of Klang (Space Engineers),10 SP,N/A
Technology and Artifice Powers,Professions of Azeroth (Warcraft),5 SP,N/A
Technology and Artifice Powers,Reforge,5 SP,N/A
Technology and Artifice Powers,Vega-Punk! (One Piece),15 SP,N/A
Technology and Artifice Powers,Extraordinary Pattern Law Talent (A Regressor's Tale of Cultivation),5 SP,N/A
Technology and Artifice Powers,Cultural Database (The Culture),35 SP,N/A
Technology and Artifice Powers,The Dark Forest (Remembrance of Earth's Past),20 SP,N/A
Technology and Artifice Powers,Bug Hunt (Starship Troopers/Aliens vs Predator/Alien Swarm/Helldivers/Earth Defense Force),20 SP,N/A
Technology and Artifice Powers,Alchemy of the Divine Fire (Chronicles of Darkness - Promethean the Created),10 SP,N/A
Technology and Artifice Powers,Godcraft,30 SP,N/A
Technology and Artifice Powers,Manpower Maker,5 SP,N/A
Technology and Artifice Powers,Koprulu sector Database (Starcraft),20 SP,N/A
Technology and Artifice Powers,Cybertronian Tech Mastery (Transformers),20 SP,N/A
Technology and Artifice Powers,Dreams of a Flying Iron Fortress (Mazinger Z),20 SP,N/A
Technology and Artifice Powers,Corrucyst Technician (Corru.Observer),5 SP,N/A
Technology and Artifice Powers,Maker of Shards (Magical Girl ☆Sym-tan☆),30 SP,N/A
Technology and Artifice Powers,Fallen Innovator (Magical Girl ☆Sym-tan☆),10 SP,N/A
Technology and Artifice Powers,"Federation Made, Pirate Scoured (Metroid)",15 SP,N/A
Technology and Artifice Powers,Homeworld Technology (Steven Universe),20 SP,N/A
Technology and Artifice Powers,Magic Through Science (Xenoblade Chronicles),5 SP,Required: Magitech
Technology and Artifice Powers,First Sons Inheritance (Infamous),15 SP,N/A
Technology and Artifice Powers,Vandelay Technologies (Hi-Fi Rush),12 SP,N/A
Technology and Artifice Powers,E.G.G.M.A.N (Sonic the Hedgehog),25 SP,N/A
Technology and Artifice Powers,The Holtzman Effect (Dune),15 SP,N/A
Technology and Artifice Powers,Miraculous Creations (Miraculous Ladybug),30 SP,N/A
Technology and Artifice Powers,Enchantment (Minecraft),3 SP,N/A
Technology and Artifice Powers,Brewery (Minecraft),2 SP,N/A
Technology and Artifice Powers,Golemancy (Minecraft),2 SP,N/A
Technology and Artifice Powers,"In A Truck, Flying Off The Ridge (Space Station 13/14/Decompressed)",25 SP,N/A
Technology and Artifice Powers,Astral Genius (Granblue Fantasy),35 SP,N/A
Technology and Artifice Powers,Game On (Pixels),20 SP,N/A
Technology and Artifice Powers,Portal Crafting,5 SP,N/A
Technology and Artifice Powers,Scientific Expertise (Ouroboros CYOA),30 SP,N/A
Technology and Artifice Powers,Super.org (Hero.com/Villain.net),10 SP,N/A
Technology and Artifice Powers,Greatest Scientific Genius in the Universe! (Tenchi Muyo),40 SP,N/A
Technology and Artifice Powers,Retrofuturism ,15 SP,N/A
Technology and Artifice Powers,Master Builder (Ancient Legos),30 SP,N/A
Technology and Artifice Powers,Across the Rainbow Road (Super Mario),25 SP,N/A
Technology and Artifice Powers,Schematics,3 SP,N/A
Technology and Artifice Powers,Old Age,10 SP,N/A
Technology and Artifice Powers,MobuSeka Technology,15 SP,N/A
Technology and Artifice Powers,Icarus Protocol (Dyson Sphere Program),20 SP,N/A
Technology and Artifice Powers,Magical Mechs (Knight and Magic),15 SP,N/A
Technology and Artifice Powers,Super-Fashion (The Incredibles),5 SP,N/A
Technology and Artifice Powers,The Third Age of Mankind (Babylon 5),20 SP,N/A
Technology and Artifice Powers,Type Indigo (SCP Foundation),5 SP,N/A
Esoteric and Abstract Powers,Multiversal Chatgroup,5 SP,N/A
Esoteric and Abstract Powers,Multiversal Marketplace,10 SP,N/A
Esoteric and Abstract Powers,Merchant's Appraisal,5 SP,N/A
Esoteric and Abstract Powers,The Humble Merchant,10 SP,N/A
Esoteric and Abstract Powers,Dungeon Maker,20 SP| 10 SP,N/A
Esoteric and Abstract Powers,Transmogrification (Diablo),5 SP,N/A
Esoteric and Abstract Powers,"Sing, Play, and Dance (Fire Emblem)",7 SP,N/A
Esoteric and Abstract Powers,Rule of Cool,5 SP,N/A
Esoteric and Abstract Powers,Abridged (DBZ:A),3 SP,N/A
Esoteric and Abstract Powers,Rock Star,25 SP,N/A
Esoteric and Abstract Powers,Dream Eater (Kingdom Hearts),8 SP,Required: Keyblade (Kingdom Hearts)
Esoteric and Abstract Powers,Master of Masks,30 SP,N/A
Esoteric and Abstract Powers,Killing Intent,5 SP,N/A
Esoteric and Abstract Powers,Old Reliable,15 SP,N/A
Esoteric and Abstract Powers,The Sanctioned Action (K6BD) ,35 SP,N/A
Esoteric and Abstract Powers,Sword of Damocles,20 SP,N/A
Esoteric and Abstract Powers,Lightbearer (Destiny),35 SP,N/A
Esoteric and Abstract Powers,Solar Energy (Destiny),7 SP,N/A
Esoteric and Abstract Powers,Umbral Core (Destiny),20 SP,N/A
Esoteric and Abstract Powers,Sword Logic (Destiny),15 SP| 10 SP,N/A
Esoteric and Abstract Powers,Worm Larva (Destiny),20 SP,N/A
Esoteric and Abstract Powers,Anthem Anatheme (Destiny),30 SP,N/A
Esoteric and Abstract Powers,Taken (Destiny),15 SP,N/A
Esoteric and Abstract Powers,Vex (Destiny),35 SP,N/A
Esoteric and Abstract Powers,Shinkugan (Naruto),10 SP,N/A
Esoteric and Abstract Powers,Byakugan (Naruto),10 SP,N/A
Esoteric and Abstract Powers,Sharingan (Naruto),12 SP,N/A
Esoteric and Abstract Powers,Rinnegan (Naruto),20 SP| 5 SP,N/A
Esoteric and Abstract Powers,Ketsuryūgan (Naruto),10 SP,N/A
Esoteric and Abstract Powers,All Seeing Eyes of God (Blood Blockade Battlefront/Kekkai Sensen),15 SP,N/A
Esoteric and Abstract Powers,Master of Puppets (Naruto),8 SP,N/A
Esoteric and Abstract Powers,Heroic Spirit,30 SP,N/A
Esoteric and Abstract Powers,Grand Servant,50 SP,N/A
Esoteric and Abstract Powers,Hero Creation - EX (Type-Moon),25 SP,N/A
Esoteric and Abstract Powers,Unlimited Utility Works,5 SP,N/A
Esoteric and Abstract Powers,Fool (Persona),25 SP,N/A
Esoteric and Abstract Powers,Reality Marble (Type-Moon),15 SP| 0 SP,N/A
Esoteric and Abstract Powers,Iridescent Sight,15 SP,N/A
Esoteric and Abstract Powers,Ultimate One (Type-Moon),80 SP,N/A
Esoteric and Abstract Powers,Garden of Avalon,20 SP,N/A
Esoteric and Abstract Powers,Tower Lost in Time,20 SP,N/A
Esoteric and Abstract Powers,The White Titan (Type-Moon),70 SP,N/A
Esoteric and Abstract Powers,Galvanism - EX (Type-Moon),10 SP,N/A
Esoteric and Abstract Powers,A Little Holiday Magic,12 SP,N/A
Esoteric and Abstract Powers,Template Cosplay,25 SP,N/A
Esoteric and Abstract Powers,Shadow Monarch (Solo Leveling),25 SP| 35 SP,N/A
Esoteric and Abstract Powers,Perfect Host,25 SP,N/A
Esoteric and Abstract Powers,Champion of the World Eater (Marvel),65 SP,N/A
Esoteric and Abstract Powers,Tenno (Warframe),25 SP,N/A
Esoteric and Abstract Powers,Laplace Factor (Mushoku Tensei),10 SP,N/A
Esoteric and Abstract Powers,Battle Aura (Mushoku Tensei),10 SP,N/A
Esoteric and Abstract Powers,Voice of the World (Tensura),10 SP| 0 SP,N/A
Esoteric and Abstract Powers,True Dragon (Tensura),60 SP,N/A
Esoteric and Abstract Powers,Degenerate (Tensura),15 SP,N/A
Esoteric and Abstract Powers,Dragonoid (Tensura),30 SP,N/A
Esoteric and Abstract Powers,Unique Skill: Mystic Aura,15 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Unique Skill: Milim Eye (Tensura),10 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Unique Skill: Pact of God ,15 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Ultimate Skill Hecate: Lord of Magic,30 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Ultimate Skill Raphael: Lord of Wisdom (Tensura),30 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Ultimate Skill Beelzebuth: Lord of Gluttony (Tensura),30 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Ultimate Skill: Pending (Tensura),30 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,Magicule Breeder Reactor (Tensura),25 SP,Required: Voice of the World (Tensura)
Esoteric and Abstract Powers,"Wait, I got just the form for this!",15 SP,N/A
Esoteric and Abstract Powers,This isn't even my final form,25 SP,N/A
Esoteric and Abstract Powers,Alibi Block (Medaka Box),60 SP,N/A
Esoteric and Abstract Powers,Just Like You! (SSS Class Suicide Hunter),25 SP,N/A
Esoteric and Abstract Powers,Hundred Ghosts Reincarnation (SSS Class Suicide Hunter),10 SP,N/A
Esoteric and Abstract Powers,Shifting Singularity,22 SP,N/A
Esoteric and Abstract Powers,Oneiric Reality Manipulation,60 SP,N/A
Esoteric and Abstract Powers,The Black Swan (The Record Of A Fallen Vampire),55 SP,N/A
Esoteric and Abstract Powers,Mundane Acts,5 SP,N/A
Esoteric and Abstract Powers,Plausible Deniability,15 SP,N/A
Esoteric and Abstract Powers,Perfectly Hidden,25 SP,N/A
Esoteric and Abstract Powers,You Can't Touch Me!,15 SP,N/A
Esoteric and Abstract Powers,Deadly Mirror,20 SP,N/A
Esoteric and Abstract Powers,The Comforting Fragrance Of Death,20 SP,N/A
Esoteric and Abstract Powers,(Not) The Strongest Being In The Universe!,15 SP,N/A
Esoteric and Abstract Powers,Master of the Trapezohedron's,45 SP,N/A
Esoteric and Abstract Powers,Fictitious Dreams of The Kings of Feys,30 SP,N/A
Esoteric and Abstract Powers,Words of Power,25 SP,N/A
Esoteric and Abstract Powers,The Dealmaker,30 SP,N/A
Esoteric and Abstract Powers,Memetic Sensitivity,17 SP,N/A
Esoteric and Abstract Powers,Incantation of Law (The Experimental Log of the Crazy Lich),15 SP,N/A
Esoteric and Abstract Powers,Sovereign Domain,15 SP,N/A
Esoteric and Abstract Powers,Awakened Origin (Type-Moon),10 SP,N/A
Esoteric and Abstract Powers,Super System: Esper (Legendary Mechanic),15 SP| 10 SP,N/A
Esoteric and Abstract Powers,Super System: Pugilist (Legendary Mechanic),15 SP| 10 SP,N/A
Esoteric and Abstract Powers,Super System: Psychic (Legendary Mechanic),15 SP| 10 SP,N/A
Esoteric and Abstract Powers,Super System: Mechanic (Legendary Mechanic),15 SP| 10 SP,N/A
Esoteric and Abstract Powers,Super System: Mage (Legendary Mechanic),15 SP| 10 SP,N/A
Esoteric and Abstract Powers,Golden One,10 SP,N/A
Esoteric and Abstract Powers,Dolos (Bleach),25 SP,N/A
Esoteric and Abstract Powers,Divine Protection (Re:Zero),40 SP,N/A
Esoteric and Abstract Powers,Toon Force,80 SP,N/A
Esoteric and Abstract Powers,Chronon Active Lifeform (Quantum Break),15 SP,N/A
Esoteric and Abstract Powers,John Bloody Taylor (Nightside),20 SP,N/A
Esoteric and Abstract Powers,Oracle,10 SP,N/A
Esoteric and Abstract Powers,Eternal Malediction,33 SP,N/A
Esoteric and Abstract Powers,Eternal Blessing,15 SP,N/A
Esoteric and Abstract Powers,The Undying Root (R:FTA),30 SP,N/A
Esoteric and Abstract Powers,Herrscher (HI3rd),30 SP,N/A
Esoteric and Abstract Powers,Imaginarium,40 SP,N/A
Esoteric and Abstract Powers,Mythic (Pathfinder),15 SP,N/A
Esoteric and Abstract Powers,Final Stand,14 SP,N/A
Esoteric and Abstract Powers,Accolades,5 SP,N/A
Esoteric and Abstract Powers,Inventory,3 SP| 0 SP,N/A
Esoteric and Abstract Powers,Life Link,5 SP,N/A
Esoteric and Abstract Powers,Avatar of Fear (The Magnus Archive),10 SP,N/A
Esoteric and Abstract Powers,The Tyrant King of Returners (Petals of Reincarnation),20 SP,N/A
Esoteric and Abstract Powers,"An Enigma, A Puzzle, or Maybe!",15 SP,N/A
Esoteric and Abstract Powers,The Creeping Darkness (Fear & Hunger),15 SP,N/A
Esoteric and Abstract Powers,Code Unknowns (Mondaiji),40 SP,N/A
Esoteric and Abstract Powers,Avesta: The Duality of Good & Evil (Mondaiji),40 SP,N/A
Esoteric and Abstract Powers,The Mark Of A King (Guilty Crown),15 SP,N/A
Esoteric and Abstract Powers,Inner World,30 SP,N/A
Esoteric and Abstract Powers,The Eternal Darkness (The Darkness),40 SP,N/A
Esoteric and Abstract Powers,The First Light (The Darkness),40 SP,N/A
Esoteric and Abstract Powers,Real-Time Strategy,20 SP,N/A
Esoteric and Abstract Powers,The Celestial Market (World Seed Jump - Anon303),10 SP,N/A
Esoteric and Abstract Powers,"Um, Actually!",15 SP,N/A
Esoteric and Abstract Powers,Sucker For Love,25 SP,N/A
Esoteric and Abstract Powers,"Kind, Yet Evil (My House of Horror)",20 SP,N/A
Esoteric and Abstract Powers,Flames of Purgatory (Code: Breaker),20 SP,N/A
Esoteric and Abstract Powers,108 Skills,10 SP,N/A
Esoteric and Abstract Powers,Lunar Dial (Touhou),50 SP,N/A
Esoteric and Abstract Powers,Boundary Manipulation (Touhou),80 SP,N/A
Esoteric and Abstract Powers,Fate Manipulation (Touhou),40 SP,N/A
Esoteric and Abstract Powers,Lunatic Eyes (Touhou),25 SP,N/A
Esoteric and Abstract Powers,Fantasy Nature (Touhou),25 SP,N/A
Esoteric and Abstract Powers,Hitbox (Touhou),3 SP,N/A
Esoteric and Abstract Powers,Gem Empowerment (Touhou Luna Nights),4 SP,N/A
Esoteric and Abstract Powers,I Mark The Spot! (Spiderverse),20 SP,N/A
Esoteric and Abstract Powers,The Crawling Chaos,35 SP| 20 SP,N/A
Esoteric and Abstract Powers,Kindred (World of Darkness - Vampire: The Masquerade),5 SP,N/A
Esoteric and Abstract Powers,Street Warrior,12 SP,N/A
Esoteric and Abstract Powers,Skeleton Key,15 SP,N/A
Esoteric and Abstract Powers,"Doctor, Doctor!",12 SP,N/A
Esoteric and Abstract Powers,Diminishing Returns,30 SP,N/A
Esoteric and Abstract Powers,Genre Shifter: Boundless Imagination,40 SP,N/A
Esoteric and Abstract Powers,The Shadows Cast By The Sins of Science! (Asura' Cryin) ,15 SP,N/A
Esoteric and Abstract Powers,Obsession of the Celestial Spheres,25 SP,N/A
Esoteric and Abstract Powers,Dragon Friend (How To Train Your Dragon),14 SP| 9 SP,N/A
Esoteric and Abstract Powers,Immersion,5 SP,N/A
Esoteric and Abstract Powers,A Servant's Duty,5 SP,N/A
Esoteric and Abstract Powers,1v1 me bro!,10 SP,N/A
Esoteric and Abstract Powers,Holistic Deduction (Dirk Gently),18 SP,N/A
Esoteric and Abstract Powers,Rashōmon (Bungo Stray Dogs),10 SP,N/A
Esoteric and Abstract Powers,The Matchless Poet (Bungo Stray Dogs),7 SP,N/A
Esoteric and Abstract Powers,Thou Shalt Not Die (Bungo Stray Dogs),5 SP,N/A
Esoteric and Abstract Powers,Mirror Lion (Bungo Stray Dogs),9 SP,N/A
Esoteric and Abstract Powers,Black Cat in the Rue Morgue (Bungo Stray Dogs),7 SP,N/A
Esoteric and Abstract Powers,The Great Fitzgerald (Bungo Stray Dogs),8 SP,N/A
Esoteric and Abstract Powers,Animal Tamer,5 SP,N/A
Esoteric and Abstract Powers,Object Resonance,5 SP,N/A
Esoteric and Abstract Powers,Farmer,10 SP,N/A
Esoteric and Abstract Powers,Gunhead,20 SP,N/A
Esoteric and Abstract Powers,Drawing Creation,20 SP,N/A
Esoteric and Abstract Powers,Sovereign of Poison ,15 SP,N/A
Esoteric and Abstract Powers,Sovereign of Alchemy,25 SP,N/A
Esoteric and Abstract Powers,The Emperor Flames (Battle Through The Heavens),15 SP,N/A
